,id,paragraph
25,r221205c,3/4
26,r221205c,BIS - Central bankers' speeches
27,r221205c,"it. We will also keep the ""structural"" measures in place regarding lending conditions for  housing loans; and we will remain very vigilant regarding the detection of systemic  risks, especially in commercial real estate and the non-bank segment."
28,r221205c,"5. Should we postpone our efforts on climate risks in the short term? The climate  transition is at risk of being overshadowed and delayed by the mounting financial risks  and the energy crisis, with a temporary increase in the use of fossil fuels to replace  Russian gas. Yet the climate risks we face have not subsided, far from it: if the climate  transition is put off and carried out in a disorderly manner, the associated costs to our  economies will be all the greater. The current context of uncertainty and volatility means  that we should increase our vigilance regarding all risks, including those related to the  climate, by making progress on the disclosure of climate-related information – which will  become compulsory for European banks in 2023 under ESG Pillar 3 – and on how to  operationalise transition plans and stress tests. On this latter issue, three European  supervisory bodies will carry out an essential stress test in 2024 to assess in particular  the transition risks to the entire financial sector linked to the implementation of the ""fit- for-55"" package."
29,r221205c,"The idea that we could make a short-term trade-off between climate risks and economic  and financial risks is misleading: the two are unfortunately increasing in parallel, and, in  the longer term, the Russian crisis is yet another reason for us to accelerate our energy  diversification and sovereignty through the use of non-fossil sources. What we need  then, over the next two to three years, is to chart a ""path of compatibility"": if we are to  be consistent, any measures to support non-fossil fuels, on the supply or demand side  – the famous ""price shields"" – must remain targeted and temporary."
30,r221205c,"I would like to conclude by coming back to Newton's experiment, where he split white  light into the colours of the spectrum using a prism, and then recombined them using a  second prism. After breaking the challenges of financial stability down into a spectrum  of five questions – which are not exhaustive – I would like now to recombine them into a  single certainty: we, as supervisors and regulators, we the ACPR, will do everything  within our power to safeguard financial stability in the new macrofinancial landscape. I  shall give the floor now to Dominique Laboureix: I would just like to congratulate him on  his appointment as Chair of the European Single Resolution Board, and thank him  warmly for his powerful work as Secretary General of the ACPR for the past three years."
31,r221205c, 1 Those subject to Solvency II.
32,r221205c," 2 The ECB Blog,"
33,r221205c, Bitcoin's last stand
34,r221205c,", 30 November 2022."
35,r221205c,4/4
36,r221205c,BIS - Central bankers' speeches
37,r221205c,  
0,r221222c,"December  3,  2022  B a n k   o f   J a p a n "
1,r221222c,The Future of Monetary Policy:  Lessons from the History of Monetary Economics 
2,r221222c,Keynote Speech at the 38th Annual Meeting  of the Japan Association of Business Cycle Studies 
3,r221222c,WAKATABE Masazumi 
4,r221222c,Deputy Governor of the Bank of Japan 
5,r221222c,(English translation based on the Japanese original) 
6,r221222c,            Introduction 
7,r221222c,"Economies  around  the  world  have  been  facing  elevated  inflation,  and  attention  has  been "
8,r221222c,drawn to the responses made by governments and central banks (Chart 1). It is difficult to 
9,r221222c,predict how long the current inflation will last in the medium to long run. One recent narrative 
10,r221222c,"regarding  inflation  is  that,  since  the  mild-inflation  regime  accompanied  by  anxiety  over "
11,r221222c,"deflation  has  ended,  we  are  about  to  enter  a  regime  of  high  inflation.1  There  are  others, "
12,r221222c,"however, who are skeptical whether inflation will take hold (Wolf 2022a; Krugman 2022a, "
13,r221222c,2022b). 
14,r221222c,"Since  the  2000s,  the  global  economy  has  been  concerned  about  secular  stagnation  or "
15,r221222c,"""Japanification""  --  the  combination  of  low  inflation  (or  deflation),  low  growth,  and  low "
16,r221222c,interest rates. But will this era of Japanification be finally over as the narrative insists? In 
17,r221222c,"addition, as inflation has started to be observed worldwide, the efficacy or validity of the idea  of a high-pressure economy has become a controversial topic.2  On the question of how long  the current inflation will last, I would like to discuss future monetary policy and the high-"
18,r221222c,"pressure  economy  from  a  medium-  to  long-term  perspective,  rather  than  examining  the "
19,r221222c,current inflation. 
20,r221222c,John Hicks argued that the dynamics of money and the history of monetary economics are 
21,r221222c,"closely  related  to each  other.  He  said  monetary  theory  ""belongs  to  monetary  history""  in  a "
22,r221222c,"sense, because ""a large part of the best work on Money is topical"" and ""throughout the whole "
23,r221222c,"time -- back before Ricardo, forward after Keynes -- money itself has been evolving"" (Hicks "
24,r221222c,"1967a, pp. 156-57). In order to consider the future of monetary policy, I will first outline the "
25,r221222c,"recent inflation narrative and then look back at the history of monetary economics, including "
26,r221222c,economic history and the history of economics. The history of monetary economics reveals 
27,r221222c,the  importance  of  nominal  values  in  the  economy  and  the  role  of  monetary  policy  in 
28,r221222c,"determining them. The classical monetary economists, on whom I will mainly focus today, "
29,r221222c,"already recognized the non-neutrality of money -- that is, the fact that the nominal value of "
30,r221222c,"1  See The Economist (2022a, 2022b), Spence (2022), and Rogoff (2022a, 2022b). For this narrative  by  members  of  the Japan Association  of  Business Cycle  studies  (JABC),  see Shimazu  (2022)  and  Kataoka (2022).  2  The idea of a high-pressure economy has its origins in Okun (1973). For studies conducted by the  Bank of Japan, see Kaihatsu et al. (2018) and the Bank of Japan Research and Statistics Department  (2018). For an assessment of a high-pressure economy in the United States, see Fatás (2021). "
31,r221222c,1 
32,r221222c,"                                                            money affects the real value of the economy. In light of this historical context, I will go on to "
33,r221222c,"consider future monetary policy, drawing the conclusion that the mild-inflation regime is still "
34,r221222c,"in place and concern over Japanification has not yet been dispelled, particularly in Japan. "
35,r221222c,I. Looking at the Present: Is the Mild-Inflation Regime Over? 
36,r221222c,Has  the  mild-inflation  regime ended  because  of  the  onset  of  the  current  global  inflation?3 
37,r221222c,The narrative that we are about to enter a high-inflation regime is based on the following six 
38,r221222c,factors (Chart 2). 
39,r221222c,First is the growing role of government. Some argue that inflationary pressure on the economy 
40,r221222c,"will increase due to higher government spending, tighter regulations, and accumulating fiscal "
41,r221222c,deficit and government debt. 
42,r221222c,The second factor is the convergence of economic growth. With China's high growth coming 
43,r221222c,"to an end, the growth rates in emerging economies are declining. This suggests that the growth "
44,r221222c,rates of advanced economies and those of emerging economies are beginning to converge. 
45,r221222c,"The third factor is the end of globalization, or deglobalization. Sluggish growth in goods trade "
46,r221222c,"since  2008,  coupled  with  recent  geopolitical  tensions  and  rising  concern  over  economic "
47,r221222c,"security, has led to a global restructuring of supply chains. It has been argued that the shift "
48,r221222c,from the era of integration and efficiency to that of segregation and stability will bring high 
49,r221222c,inflation. 
50,r221222c,"The fourth factor is the change in demographics. According to Goodhart and Pradhan (2020), "
51,r221222c,the global low inflation environment is the result of a significant increase in the world's labor 
52,r221222c,supply  from  1990  to  2018  due  to the  rise  of  China  and  developments  in  demographics  in 
53,r221222c,"advanced economies. However, they point out that this trend is now reversing: a declining "
54,r221222c,and aging population in China and advanced economies will lead to a return of inflation. 
55,r221222c,"3  The distinction between a mild-inflation regime and a high-inflation regime is not  clear-cut. One  may argue, however, that the former is a state of inflation staying at around the 2 percent inflation  targets of major central banks, whereas the latter is a state of inflation being more than double 2 percent  but less than 10 percent. "
56,r221222c,2 
57,r221222c,                                                                    The fifth factor is the transition to a decarbonized society to address climate change. Some 
58,r221222c,have argued that this transition will lead to so-called greenflation. 
59,r221222c,The sixth factor is the onset of a wartime economy. There is a view that growing geopolitical 
60,r221222c,"risks  could  lead  to  a  wartime  economy,  including  a  return  to  the  kind  of  inflationary "
61,r221222c,environment that was seen during the Cold War (Pozsar 2022). 
62,r221222c,"I would like to look at these factors one by one. First, the role of government has been steadily "
63,r221222c,"growing in size and scope.4  Since the 1980s, there have been periods when attempts were "
64,r221222c,"made to curb such growth, but the uptrend continues. Analyzing the effects of government "
65,r221222c,"regulation is not straightforward since the nature of such regulations may matter, but it is safe "
66,r221222c,to say at least that they have tended to proliferate. Inflation has trended downward during this 
67,r221222c,"same period. Also, we can find no clear relationship between inflation rates and the ratio to "
68,r221222c,GDP of government spending or government debt (Charts 3 and 4). 
69,r221222c,"With  regard  to  the  second  factor,  it  is  unclear  whether  the  slowdown  in  growth  rates  is "
70,r221222c,"inflationary or deflationary in nature. Indeed, low growth is precisely the phenomenon over "
71,r221222c,"which concern was raised amid secular stagnation, with some arguing that low growth is the "
72,r221222c,cause of low inflation. 
73,r221222c,"As for the third factor, the argument over whether globalization has brought low inflation is "
74,r221222c,empirically  inconclusive  (Kuroda  2018).  Some  hold  that  it  is  too  early  to  tell  whether 
75,r221222c,globalization  has  even  run  its  course. Although  growth  in  goods  trade  has  decelerated  in 
76,r221222c,"recent  years,  trade  in  services  continues  to  grow  at  a  high  rate  (Chart  5).  Naturally,  the "
77,r221222c,restructuring of supply chains from the perspective of economic security can serve as a cost-
78,r221222c,"push factor, as firms opt for the security of procurement over minimizing costs. On the other "
79,r221222c,"hand, given that services industries are labor intensive, if automation of the services sector "
80,r221222c,moves ahead globally -- through the use of means such as artificial intelligence (AI) -- and 
81,r221222c,"wages converge on a global level, this may turn out to have a disinflationary effect (Baldwin "
82,r221222c,"4  The Economist (2021) shows that the ratio of government spending to GDP in advanced economies  has  trended  upward  since  1870.  Adolf  Wagner's  law  of  increasing  state  activity  and  Peacock  and  Wiseman's displacement effect hypothesis argue that government spending will inevitably increase.  See also, Robinson (2020). "
83,r221222c,3 
84,r221222c,                                                                2022; Wolf 2022b). 
85,r221222c,"Fourth, the impact of demographics is uncertain. It is true that the decline in labor supply due "
86,r221222c,"to a declining and aging population could become inflationary. On the other hand, longer life "
87,r221222c,expectancies can motivate people to build up their precautionary savings and push up savings 
88,r221222c,rates. Declining birthrates will cause reductions not only in the labor force population but 
89,r221222c,"also in the consumer population, which, among other factors, could have an adverse impact "
90,r221222c,"on the growth rate. This has more often been regarded as a deflationary factor, particularly in "
91,r221222c,Japan. 
92,r221222c,"As for the fifth factor, greenflation, the impact of decarbonization on economic and financial "
93,r221222c,"conditions  is  complicated.  If  it  is  thought  of  as  a  response  to  negative  externalities,  this "
94,r221222c,"implies firms taking on costs that they have previously not faced, which becomes a cost-push "
95,r221222c,factor. What is not clear is whether this will elevate inflation or have a disinflationary effect 
96,r221222c,"by suppressing aggregate demand. Conversely, if investment related to decarbonization rises, "
97,r221222c,"this could stimulate aggregate demand and feed into demand-pull inflation. In this respect, "
98,r221222c,whether  greenflation  occurs  will  depend  not  so  much  on  cost-push  factors  but  on 
99,r221222c,developments in aggregate demand (Schnabel 2022). 
100,r221222c,"The last factor, the onset of a wartime economy, is potentially the most inflationary one. One "
101,r221222c,study finds that the last 12 largest wars resulted in a sharp rise in inflation and nominal interest 
102,r221222c,"rates  during  and  in  the  aftermath  of  war. The  study  shows  that,  especially  in  wars  fought "
103,r221222c,"globally, inflation peaked at 8 percent on average one year after the war ended and took about "
104,r221222c,three years to subside (Chankova and Daly 2021). 
105,r221222c,"Next, I would like to address, more generally, things to keep in mind regarding the impact of "
106,r221222c,"these factors on price developments. First, many of the inflation factors listed here are cost-"
107,r221222c,"push factors. However, it is well known that cost-push inflation does not last long. When an "
108,r221222c,"exogenous shock occurs, adjustment from old to new pricing mechanisms takes place. After "
109,r221222c,"adjustment, the rising inflation rate is likely to return to the steady-state inflation rate; so, the "
110,r221222c,"important point is how this rate is affected. Of course, it is possible that cost-push factors will "
111,r221222c,"remain, but whether they will push up the steady-state inflation rate is uncertain. "
112,r221222c,4 
113,r221222c,"            Second,  related  to  the  fact  that  cost-push  inflation  is  unsustainable,  the  factors  being "
114,r221222c,"addressed here are real factors, and it is not obvious what their impact on prices would be. If "
115,r221222c,"we  think  of  prices  as  the  price  of  goods  and  services  relative  to  money,  it  would  seem "
116,r221222c,necessary to take monetary factors into consideration. 
117,r221222c,"Third,  when  considering  these  issues  within  the  framework  of  monetary  policy,  it  is "
118,r221222c,appropriate to consider the relationship between the natural rate of interest and market interest 
119,r221222c,"rates. To deem a real factor to be inflationary, we have to observe a tendency for the natural "
120,r221222c,"rate of interest to rise vis-à-vis market interest rates. In fact, however, the aforementioned real "
121,r221222c,"factors affect the natural rate of interest through various channels, and the rate can either rise "
122,r221222c,or fall (Chart 6).5 
123,r221222c,"To give an example from demographics, because post-retirement households tend to draw "
124,r221222c,"down  their  savings,  capital  supply  may  decrease.  This  would  push  up  the  natural  rate  of "
125,r221222c,"interest.  On  the  other  hand,  households  anticipating  longer  life  expectancies  will  seek  to "
126,r221222c,"augment their savings accordingly, which may increase capital supply. This would lower the "
127,r221222c,"natural  rate  of  interest.  Moreover,  if  the  declining  population  reduces  the  labor  force "
128,r221222c,"population, the per-capita capital equipment ratio will rise, leading to a fall in capital demand. "
129,r221222c,This would also lower the natural rate of interest. We thus ought to say that the overall impact 
130,r221222c,"of  demographics  on  the  natural  rate  of  interest  is  uncertain.  Furthermore,  if  uncertainties "
131,r221222c,"increase  on the  whole,  this  could  motivate  people  to  build  up  their  precautionary  savings, "
132,r221222c,which in turn would boost capital supply. This would consequently lower the natural rate of 
133,r221222c,interest. 
134,r221222c,II. Looking Back: History of Monetary Economics 
135,r221222c,"So  far,  I  have  not  discussed  the  role  of  monetary  policy.  Even  though  the  natural  rate  of "
136,r221222c,"interest fluctuates, market interest rates are not necessarily determined accordingly. Let me "
137,r221222c,lay out the framework for my analysis. The current analytical framework has been developed 
138,r221222c,"5  Gopinath  (2022)  considers  the  following  seven  channels  through  which  the  novel  coronavirus  (COVID-19)  pandemic  will  have  enduring  effects  on  the  natural  rate  of  interest:  inequality,  demographics,  labor  supply,  productivity,  savings  and  safe  assets  demand,  debt  in  advanced  economies, and climate transition. She states that only the last two channels can clearly push up the  natural rate of interest. "
139,r221222c,5 
140,r221222c,"                                                              throughout the history of monetary economics, but many issues remain unresolved. I want to "
141,r221222c,"center my discussion around classical figures in the history of monetary economics, mainly "
142,r221222c,"David Hume and Henry Thornton (Chart 7). Following Fisher (1911), the quantity theory of "
143,r221222c,"money broadly recognizes the non-neutrality of money in the short run, but holds that money "
144,r221222c,"is neutral in the long run. Nonetheless, there have been some economists who have in fact "
145,r221222c,argued for the long-run non-neutrality of money (Humphrey 1991). 
146,r221222c,A. The Price Revolution and Hume 
147,r221222c,Precious metals discovered in South America in the 15th century flowed into Europe in large 
148,r221222c,"quantities. From then until the middle of the 17th century, the inflation rate in Europe rose to "
149,r221222c,around 1.0-1.5 percent. This is known as the price revolution. The quantity theory of money 
150,r221222c,"grew out of this experience. Let me turn to Hume here. In Of Money (1752), he acknowledges "
151,r221222c,"the impact of the price revolution on the real economy, stating that "
152,r221222c,"the greater quantity of money, like the Roman characters, is rather inconvenient, and "
153,r221222c,requires  greater  trouble  both  to  keep  and  transport  it.  But  notwithstanding  this 
154,r221222c,"conclusion, which must be allowed just, it is certain, that, since the discovery of the "
155,r221222c,"mines in America, industry has [i]ncreased in all the nations of Europe, except in the "
156,r221222c,"possessors of those mines; and this may justly be ascribed, amongst other reasons, to "
157,r221222c,"the [i]ncrease  of  gold  and  silver. Accordingly  we  find,  that,  in  every  kingdom,  into "
158,r221222c,"which money begins to flow in greater abundance than formerly, every thing takes a "
159,r221222c,"new face: labour and industry gain life; the merchant becomes more enterprising, the "
160,r221222c,"manufacturer more diligent and skilful, and even the farmer follows his plough with "
161,r221222c,"greater alacrity and attention. (Hume 1987, pp. 285-86) "
162,r221222c,"""Industry"" here should be interpreted as including not only the quantity of labor supply but "
163,r221222c,"also its quality. However, Hume (1987, p. 286) adds the following qualification: ""It is only in "
164,r221222c,"[an] interval or intermediate situation, between the acquisition of money and rise of prices, "
165,r221222c,"that the [i]ncreasing quantity of gold and silver is favourable to industry."" The reason for this "
166,r221222c,"is the rigidity of money wage contracts. Predicated on this, we would assume that a rise in "
167,r221222c,"prices only temporarily reduces real wages, and the quantity of labor supply would simply "
168,r221222c,"increase. Hume (1987, p. 288) concludes that ""it is of no manner of consequence, with regard "
169,r221222c,6 
170,r221222c,"          to the domestic happiness of a state, whether money be in a greater or less quantity."" However, "
171,r221222c,he immediately adds that 
172,r221222c,"the  good  policy  of  the  magistrate  consists  only  in  keeping  it,  if  possible,  still "
173,r221222c,"[i]ncreasing; because, by that means, he keeps alive a spirit of industry in the nation, "
174,r221222c,"and [i]ncreases the stock of labour, in which consists all real power and riches. A nation, "
175,r221222c,"whose  money  decreases,  is  actually,  at  that  time,  weaker  and  more  miserable  than "
176,r221222c,"another nation, which possesses no more money, but is on the [i]ncreasing hand. This "
177,r221222c,"will be easily accounted for, if we consider, that the alterations in the quantity of money, "
178,r221222c,"either  on  one  side  or  the  other,  are  not  immediately  attended  with  proportionable "
179,r221222c,"alterations in the price of commodities. (Hume 1987, p. 288) "
180,r221222c,"What Hume is pointing out here is, first, that money has no effect on the real economy in the "
181,r221222c,"long run and ends up only determining prices. Even if money has an impact, it is only in an "
182,r221222c,interval or intermediate situation; this is the argument for the long-run neutrality of money. 
183,r221222c,"Second, however, what he is setting out as a policy argument can also be taken to suggest the "
184,r221222c,"non-neutrality  of  money.  Furthermore,  he  is  drawing  attention  to  the  harmful  effects  of "
185,r221222c,deflation in contrast to the benefits of inflation. 
186,r221222c,Many interpretations have been put forward as to how these two propositions can coexist.6 
187,r221222c,"The compatibility of the two propositions aside, in the latter we may be able to locate the "
188,r221222c,"roots of the idea of a high-pressure economy. The key point is that Hume, who advocated the "
189,r221222c,"quantity theory of money, also recognized the complex relationship between nominal and real "
190,r221222c,"values, while distinguishing between what is now called the short and long term. Hume is "
191,r221222c,"one  of  the  economists  who  identified  sustainable  economic  growth,  looking  to  people's "
192,r221222c,"industrial activities, knowledge, and systems as the driving force behind economic growth. "
193,r221222c,What is crucial is how the real and monetary factors of this economic growth are related.7 
194,r221222c,Recent  research  has  shown  that  the  price  revolution  also  had  a  real  impact.  When  the 
195,r221222c,"production of precious metals increased, so did nominal GDP; and, while real GDP increased, "
196,r221222c,"6  For an overview and interpretations of related research, see Sakamoto (2011, pp. 199-251), Dimand  (2013), and Schabas and Wennerlind (2020, pp. 159-60).  7  See Brewer (2010), and Schabas and Wennerlind (2020). "
197,r221222c,7 
198,r221222c,                                                              prices  did  not  rise  to  the  same  extent  at  the  same  time.8  Former  chairman  of  the  Federal 
199,r221222c,Reserve  Board  Alan  Greenspan  also  argued  that  deflation  is  a  threat  because  it  stifles 
200,r221222c,corporate vitality.9  Hume's argument overlaps in part with this view. 
201,r221222c,B. The Bank Restriction Period and Thornton 
202,r221222c,Hume  was  skeptical  of  the  role  of  banks  and  paper  credit.10   Hume's  friend Adam  Smith 
203,r221222c,"pointed out the benefits of banks (Laidler 1981). However, an analysis of paper credit had to "
204,r221222c,"wait until the next generation, and this was the accomplishment of Thornton. "
205,r221222c,"In 1797, against the backdrop of the Napoleonic Wars, the Bank of England (BOE) suspended "
206,r221222c,the convertibility of its notes into gold. This was initially intended as a temporary measure 
207,r221222c,but lasted until 1821. The years from 1797 to 1821 are known as the Bank Restriction Period. 
208,r221222c,Inflation  continued  in  the  United  Kingdom  following  the  suspension  of  gold  conversion. 
209,r221222c,Controversy erupted over when conversion should be resumed.11  Thornton took an active 
210,r221222c,"part  in  this  controversy,  primarily  through  publication  of  An  Enquiry  Into  the  Nature  and "
211,r221222c,Effects of the Paper Credit of Great Britain (1802). His accomplishments can be summed up 
212,r221222c,"in  three  points.12   First,  in  an  era  in  which  credit  played  a  significant  role  in  finance,  he "
213,r221222c,"analyzed why rapid financial swings lead to economic swings. Second, he pioneered a theory "
214,r221222c,based on the distinction between what we now call the natural rate of interest and market 
215,r221222c,"interest  rates. Third,  he  paved  the  way  for  the  monetary  and  prudential  policies of  central "
216,r221222c,banks in terms of setting market interest rates and providing liquidity. 
217,r221222c,"With respect to the first point, Thornton deemed that the reason rapid financial swings lead "
218,r221222c,"to economic swings lies in the nature of money. During an economic downturn, manufacturers "
219,r221222c,"8  According to Palma (2022, pp. 1608-9), ""a 10 percent increase in precious metals production relative  to their stock at time t leads to an increase in real GDP of approximately 0.9 percent by year t + 9.  After this peak, the (point estimate) effect of the monetary shock on real GDP diminishes, as the price  level rise increases in intensity.""  9  Watanabe (2022, pp. 285-87) touches upon Greenspan's view on deflation.  10  Hume (1987, p. 284) stated: ""To endeavour artificially to [i]ncrease [paper] credit, can never be the  interest of any trading nation.""  11  For the so-called Bullionist controversy, see Laidler (2000).  12  For Thornton's prominent accomplishments, see Hicks (1967b), Laidler (1987), Murphy (2009, pp.  189-214), Arnon (2011, pp. 96-125), and Wakatabe (2013, pp. 102-11). "
220,r221222c,8 
221,r221222c,"                                                              and merchants attempt to sell off their goods in pursuit of money. At the same time, broad-"
222,r221222c,"based buying restraint emerges.13  As a result, ""the manufacturer, on account of the unusual "
223,r221222c,"scarcity of money, may even, though the selling price of his article should be profitable, be "
224,r221222c,"absolutely compelled by necessity to slacken, if not suspend, his operations"" (Thornton 1978, "
225,r221222c,p. 118). The resulting fall in prices affects employment. 
226,r221222c,That very diminution in the price of manufactures which is supposed to cause them to 
227,r221222c,"be exported, may also, if carried very far, produce a suspension of the labour of those "
228,r221222c,who fabricate them. The masters naturally turn off their hands when they find their 
229,r221222c,"article  selling  exceedingly  ill.  It  is true,  that if  we  could  suppose the  diminution  of "
230,r221222c,"bank paper to produce permanently a diminution in the value of all articles whatsoever, "
231,r221222c,"and  a  diminution  .  .  .  in  the  rate  of  wages  also,  the  encouragement  to  future "
232,r221222c,"manufactures would be the same, though there would be a loss on the stock in hand. "
233,r221222c,"The  tendency,  however,  of  a  very  great  and  sudden  reduction  of  the  accustomed "
234,r221222c,"number of bank notes, is to create an unusual and temporary distress, and a fall of "
235,r221222c,"price  arising  from  that  distress.  But  a  fall  arising  from  temporary  distress,  will  be "
236,r221222c,"attended probably with no correspondent fall in the rate of wages; for the fall of price, "
237,r221222c,"and the distress, will be understood to be temporary, and the rate of wages, we know, "
238,r221222c,"is  not  so  variable  as  the  price  of  goods. There  is  reason,  therefore,  to  fear  that  the "
239,r221222c,unnatural and extraordinary low price arising from the sort of distress of which we 
240,r221222c,"now speak, would occasion much discouragement of the fabrication of manufactures. "
241,r221222c,"(Thornton 1978, pp. 118-19) "
242,r221222c,"Thornton, like Hume, notes that the reason the diminution of money affects employment is "
243,r221222c,the rigidity of money wage contracts. He believes that if wages fall to the extent that prices 
244,r221222c,"do  at  the  same  time,  there  will  be  no  effect  on  employment.  However,  because  there  is "
245,r221222c,"downward  rigidity  in  the  rate  of  wages,  a  fall  in  prices  will  affect  the  real  economy.  His "
246,r221222c,"depiction of this influence, as well as his use of the term ""industry"" in the following quote, is "
247,r221222c,reminiscent of Hume. 
248,r221222c,13  Hicks (1967b) relates this tendency to Keynes's liquidity preference theory. 
249,r221222c,9 
250,r221222c,                                                              A great diminution of notes prevents much of that industry of the country which had 
251,r221222c,been exerted from being so productive as it would otherwise be. When a time either of 
252,r221222c,"multiplied failures, or even of much disappointment in the expected means of effecting "
253,r221222c,"payments  arises,  plans  of  commerce  and  manufacture,  as  well  as  of  general "
254,r221222c,"improvement of every kind, which had been entered upon, are changed or suspended, "
255,r221222c,"and part of the labour which had been bestowed proves, therefore, to have been thrown "
256,r221222c,away. . . . The goods which ought to form part of the assortment of the factor or the 
257,r221222c,"shopkeeper,  and  to  be  occupying  their  premises,  are  loading  the  warehouse  of  the "
258,r221222c,"manufacturer, and, perhaps, are suffering damage by too long detention. On the other "
259,r221222c,"hand,  some  sales  are  forced;  and  thus  the  goods  prepared  for  one  market,  and  best "
260,r221222c,"suited to it, are sold at another. There cease, at such a time, to be that regularity and "
261,r221222c,"exactness  in  proportioning  and  adapting  the  supply  to  the  consumption,  and  that "
262,r221222c,"dispatch  in  bringing  every  article  from  the  hands  of  the  fabricator  into  actual  use, "
263,r221222c,"which are some of the great means of rendering industry productive, and of adding to "
264,r221222c,the general substance of a country. Every great and sudden check given to paper credit 
265,r221222c,"not only operates as a check to industry, but leads also to much of this misapplication "
266,r221222c,"of it. (Thornton 1978, pp. 119-21) "
267,r221222c,Thornton does not mention the long-term effects of such a check to and misapplication of 
268,r221222c,"industry.  Nor  did  Thornton  himself  consider  inflation  preferable  to  deflation.  However, "
269,r221222c,fluctuations in the quantity of money are clearly undesirable as they have a negative impact 
270,r221222c,"on the real economy, at least in the short run. "
271,r221222c,"In  relation  to  Thornton's  second  accomplishment,  the  extent  to  which  manufacturers  and "
272,r221222c,merchants receive bank loans is determined by the relationship between their expected profit 
273,r221222c,rates and market interest rates. If the market interest rate is lower than the rate of expected 
274,r221222c,"profit, bank lending will increase, the quantity of money will increase, and prices will rise. "
275,r221222c,"On the other hand, if the market interest rate is higher than the rate of expected profit, bank "
276,r221222c,"lending  will  decrease,  the  quantity  of  money  will  decrease,  and  prices  will  fall. Thornton "
277,r221222c,"distinguishes between nominal and real interest rates, taking into account changes in inflation "
278,r221222c,10 
279,r221222c,        expectations.14  His account of changes in inflation expectations was later taken up by Irving 
280,r221222c,"Fisher, while his two-interest-rate analysis was later adopted by Knut Wicksell; both form the "
281,r221222c,theoretical basis of modern macroeconomics. 
282,r221222c,"This  brings  us  to  Thornton's  third  accomplishment,  which  is  an  inquiry  into  the  policy "
283,r221222c,"responses of central banks. At the time of the Bank Restriction Period, the BOE did not see "
284,r221222c,"itself as a central bank. Thornton argued that it should act as one. First, he stated that central "
285,r221222c,banks should act to stabilize price fluctuations by setting market interest rates consistent with 
286,r221222c,"expected  profit rates. Then,  as Walter  Bagehot  would  later emphasize, they  should  supply "
287,r221222c,"liquidity in times of financial crisis. When a financial crunch occurs, people's demand for "
288,r221222c,"money surges, giving rise to moves to withdraw money from the banking system. At such a "
289,r221222c,"time, it would be reasonable for an individual bank to simply reduce lending, but if all banks "
290,r221222c,"were  to  act  in  the  same  way,  lending  in  the  economy  as  a  whole  would  dwindle  further. "
291,r221222c,"Thornton argued that, in times of a financial crunch, the BOE should rather provide liquidity "
292,r221222c,to the economy by lending generously. 
293,r221222c,C. Subsequent Developments 
294,r221222c,"Since I have discussed subsequent developments elsewhere, here I will touch on topics related "
295,r221222c,to our current context.15  Thornton was concerned about deflation but thought it would last 
296,r221222c,"only  for  the  short  run.  However,  the  time  came  when  Europe  was  exposed  to  prolonged "
297,r221222c,deflationary pressure. The question as to whether the mild deflation seen at the end of the 
298,r221222c,19th century -- lasting from 1873 to 1896 -- had an impact on the real economy remains a 
299,r221222c,"matter  of  debate.  Some  argue  that  at  that  time  it  was  ""good  deflation""  under  which "
300,r221222c,"productivity  improved,  while  others  focus  on  the  adjustment  capability  of  the  economic "
301,r221222c,"structure of the 19th century, where labor and product markets were flexible. However, some "
302,r221222c,"recent studies have shown that, after correcting for errors in the measurement of price data, "
303,r221222c,"14  Thornton  (1978,  pp.  335-36)  made this distinction  in  his speech to  the  UK  Parliament  in  1811.  According to Humphrey (1983), William Douglass -- born in Scotland in the 18th century -- was the  first to distinguish between real and nominal interest rates.  15  See Wakatabe (2009, 2015, 2017). "
304,r221222c,11 
305,r221222c,                                                            the deflation had a negative impact on the real economy (Kaufmann 2020).16 
306,r221222c,It  was  during  this  period  that  the  quantity  theory  of  money  evolved  into  the  supply  and 
307,r221222c,"demand theory of money advanced by Alfred Marshall, as well as by Fisher and Wicksell. In "
308,r221222c,"essence, the theory parallels the innovation in economics that occurred around the same time, "
309,r221222c,"known as the marginal revolution, and is closely related to the full-fledged application of the "
310,r221222c,supply  and  demand  theory  to  pricing  goods  and  services. 17   Wicksell  explored  ways  of 
311,r221222c,"defining the natural rate of interest, but took this to mean a long-term rather than a short-term "
312,r221222c,interest rate.18   
313,r221222c,"The  Great  Depression  of  the  1930s  was  accompanied  by  severe  deflation.  At  this  time, "
314,r221222c,monetary economics made great strides forward and the field of macroeconomics was born. 
315,r221222c,John  Maynard  Keynes's  innovation  lay  in  constructing  a  principle  of  effective  demand.  I 
316,r221222c,"should note that, whereas the most successful interpretation of Keynes, the IS-LM model, "
317,r221222c,"assumes the rigidity of wages and prices, Keynes himself did not premise his ideas on wage "
318,r221222c,"or price rigidity. He sought to argue that the more flexible wages and prices are, the more "
319,r221222c,unstable the economy becomes.19   
320,r221222c,Elevated inflation came on the scene in the 1970s.20  This is the period when Milton Friedman 
321,r221222c,"and the monetarist school of economics took the world by storm. However, Friedman's work "
322,r221222c,in economics is really an extension of Keynesian economics. The well-known equation for 
323,r221222c,"the quantity theory of money is MV = PQ, where M is quantity of money, V is velocity of "
